URL_ID,URL,TITLE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,"How Machines, AI, Automations, and Robo-human are Effective in Finance and Banking?",0,0,0.0,0.0,22.6896551724138,21.048632218844983,17.495314956503513,22.6896551724138,277,1316,1.5668693009118542,10,5.078267477203648
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,How Robo Human will Impact the Future?,0,0,0.0,0.0,17.414634146341463,15.546218487394958,13.18434105349457,17.414634146341463,222,1428,1.334033613445378,6,4.46078431372549
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,How AI will change the World?,0,0,0.0,0.0,27.671641791044777,15.533980582524272,17.282248949427622,27.671641791044777,288,1854,1.3910463861920173,22,4.552858683926645
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,Future of Work: How AI Has Entered the Workplace,0,0,0.0,0.0,22.285714285714285,16.55982905982906,15.53821733821734,22.285714285714285,310,1872,1.3942307692307692,11,4.598290598290598
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,How machine learning used in finance and banking?,0,0,0.0,0.0,25.63636363636364,20.56737588652482,18.481495809155383,25.63636363636364,116,564,1.569148936170213,0,4.975177304964539
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,How AI will impact the future of work?,1,0,0.999999000001,0.047619045351474,210.5555555555556,13.562005277044856,89.64702433304016,210.5555555555556,257,1895,1.3973614775725594,16,4.59736147757256
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,All you need to know about online marketing,0,0,0.0,0.0,19.285714285714285,18.51851851851852,15.121693121693122,19.285714285714285,200,1080,1.4435185185185184,0,4.708333333333333
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,Evolution of Advertising Industry,0,0,0.0,0.0,20.26829268292683,21.29963898916968,16.627172668838604,20.26829268292683,177,831,1.542719614921781,1,4.889290012033694
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,How Data Analytics can help your business respond to the impact of COVID-19?,0,0,0.0,0.0,29.416666666666668,20.96317280453258,20.1519357884797,29.416666666666668,74,353,1.501416430594901,2,4.932011331444759
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,Environmental impact of the COVID-19 pandemic – Lesson for the Future,0,0,0.0,0.0,27.303571428571427,16.219751471550033,17.409329160048582,27.303571428571427,248,1529,1.3937213865271418,2,4.701765860039242
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,How Data Analytics and AI are used to halt the COVID-19 Pandemic?,0,0,0.0,0.0,27.6896551724138,16.31382316313823,17.60139133422081,27.6896551724138,131,803,1.3972602739726028,4,4.572851805728518
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,"What is the difference between Artificial Intelligence, Machine Learning, Statistics, and Data Mining?",0,0,0.0,0.0,19.63963963963964,15.18348623853211,13.9292503512687,19.63963963963964,331,2180,1.3256880733944951,10,4.4247706422018345
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,How Python became the first choice for Data Science.,0,0,0.0,0.0,17.431818181818183,16.427640156453716,13.54378333530876,17.431818181818183,126,767,1.3898305084745763,4,4.614080834419817
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,How Google fit measure heart and respiratory rates using a phone camera?,0,0,0.0,0.0,24.705882352941178,13.80952380952381,15.406162464985997,24.705882352941178,58,420,1.3666666666666667,0,4.580952380952381
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,What is the future of mobile apps?,0,0,0.0,0.0,26.20408163265306,13.317757009345794,15.808735456799544,26.20408163265306,171,1284,1.324766355140187,4,4.423676012461059
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,Impact of AI in health and medicine,0,0,0.0,0.0,29.041666666666668,20.37302725968436,19.76587757054041,29.041666666666668,142,697,1.5609756097560976,1,4.955523672883787
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,What patients like and dislike about telemedicine?,0,0,0.0,0.0,15.714285714285714,14.772727272727272,12.194805194805197,15.714285714285714,65,440,1.384090909090909,0,4.6477272727272725
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,How we forecast future technologies?,0,0,0.0,0.0,16.545454545454547,19.23076923076923,14.31048951048951,16.545454545454547,35,182,1.5494505494505495,1,4.928571428571429
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,Can robots tackle late-life loneliness?,0,0,0.0,0.0,16.964285714285715,11.157894736842104,11.248872180451128,16.964285714285715,106,950,1.2421052631578948,19,4.1557894736842105
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,Embedding care robots into society and practice: Socio-technical considerations,0,0,0.0,0.0,20.3,10.344827586206897,12.25793103448276,20.3,21,203,1.2955665024630545,1,4.330049261083744
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,Management challenges for future digitalization of healthcare services,0,0,0.0,0.0,21.98333333333333,21.30401819560273,17.314940611574425,21.98333333333333,281,1319,1.5830174374526156,0,5.089461713419257
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,Are we any closer to preventing a nuclear holocaust?,0,0,0.0,0.0,19.677419354838708,13.60655737704918,13.313590692755156,19.677419354838708,83,610,1.3049180327868852,10,4.50655737704918
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,Will technology eliminate the need for animal testing in drug development?,0,0,0.0,0.0,22.21153846153846,14.805194805194803,14.806693306693308,22.21153846153846,171,1155,1.391341991341991,7,4.51948051948052
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,Will we ever understand the nature of consciousness?,0,0,0.0,0.0,26.716216216216218,18.81638846737481,18.213041873436413,26.716216216216218,372,1977,1.438037430450177,15,4.790591805766312
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,Will we ever colonize outer space?,0,0,0.0,0.0,27.695652173913043,12.349555206698064,16.01808295224444,27.695652173913043,236,1911,1.2987964416535844,18,4.429618001046572
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,What is the chance Homo sapiens will survive for the next 500 years?,0,0,0.0,0.0,20.414634146341463,13.082437275985663,13.39882856893085,20.414634146341463,219,1674,1.2634408602150538,18,4.333930704898447
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,Why does your business need a chatbot?,0,0,0.0,0.0,16.06451612903226,13.453815261044175,11.807332556030577,16.06451612903226,134,996,1.2469879518072289,1,4.164658634538153
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,How you lead a project or a team without any technical expertise?,0,0,0.0,0.0,24.484848484848484,11.386138613861386,14.348394839483948,24.484848484848484,184,1616,1.1732673267326732,4,4.097153465346534
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,Can You Be Great Leader Without Technical Expertise,0,0,0.0,0.0,32.9375,14.800759013282732,19.09530360531309,32.9375,78,527,1.2979127134724855,8,4.2637571157495255
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,How does artificial intelligence affect the environment,0,0,0.0,0.0,25.728571428571428,17.157134925041643,17.15428254144523,25.728571428571428,309,1801,1.4286507495835647,8,4.663520266518601
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,How to Overcome Your Fear of Making Mistakes,0,0,0.0,0.0,15.07792207792208,12.144702842377262,10.889049968119735,15.07792207792208,141,1161,1.260120585701981,13,4.19724375538329
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,Is Perfection the Greatest enemy of Productivity?,5,0,0.99999980000004,0.1162790670632775,16.727272727272727,9.937888198757763,10.666064370412196,16.727272727272727,128,1288,1.1614906832298135,5,4.083074534161491
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,Global financial crisis 2008 causes/effects and its solution,0,0,0.0,0.0,23.857142857142858,12.874251497005988,14.69255774165954,23.857142857142858,172,1336,1.312874251497006,4,4.510479041916168
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,Gender diversity and Equality in the tech industry,0,0,0.0,0.0,20.21951219512195,16.646562123039807,14.746429727264704,20.21951219512195,276,1658,1.4143546441495778,9,4.638118214716526
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,How to overcome your fear of making mistakes?,0,0,0.0,0.0,15.39240506329114,12.5,11.156962025316457,15.39240506329114,152,1216,1.2754934210526316,15,4.245065789473684
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,How Small Business can survive the Coronavirus Crisis,0,0,0.0,0.0,27.77777777777778,14.4,16.871111111111112,27.77777777777778,252,1750,1.318857142857143,5,4.418857142857143
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,Impacts of COVID 19 on Food products,0,0,0.0,0.0,31.51851851851852,15.393654524089309,18.76486921704313,31.51851851851852,131,851,1.4230317273795534,1,4.749706227967097
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,Impacts of COVID 19 on Vegetable Vendors,0,0,0.0,0.0,32.51219512195122,17.779444861215303,20.11665599326661,32.51219512195122,237,1333,1.482370592648162,1,4.913728432108027
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,Impact of COVID-19 pandemic on Tourism & Aviation industries,0,1,-0.999999000001,0.00684931502158,24.225,15.01547987616099,15.696191950464396,24.225,291,1938,1.365841073271414,6,4.597523219814241
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,Impact of COVID-19 pandemic on sports events around the world.,0,0,0.0,0.0,20.38974358974359,13.908450704225352,13.719277717587577,20.38974358974359,553,3976,1.2198189134808852,2,4.361670020120724
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,Changing landscape and emerging trends in the Indian IT/ITeS Industry.,0,0,0.0,0.0,23.44578313253012,15.570400822199383,15.606473581891803,23.44578313253012,303,1946,1.4008221993833505,12,4.629496402877698
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,"Online gaming: Adolescent online gaming effects demotivated, depression, musculoskeletal, and psychosomatic symptoms.",0,0,0.0,0.0,28.183333333333334,20.875221762270847,19.62342203824167,28.183333333333334,353,1691,1.5653459491425192,0,5.014192785334122
91,https://insights.blackcoffer.com/human-rights-outlook/,Human Rights Outlook,0,0,0.0,0.0,20.88888888888889,13.297872340425531,13.67470449172577,20.88888888888889,25,188,1.303191489361702,2,4.303191489361702
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,How Voice search makes your business a successful business.,0,0,0.0,0.0,24.659574468085108,11.561691113028472,14.488506232445436,24.659574468085108,134,1159,1.202761000862813,2,4.223468507333909
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,How the COVID-19 crisis is redefining jobs and services?,0,0,0.0,0.0,16.933333333333334,15.895669291338583,13.131601049868769,16.933333333333334,323,2032,1.2883858267716537,6,4.518208661417323
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,How to increase social media engagement for marketers?,0,0,0.0,0.0,21.58510638297872,15.08132084770823,14.66657089227478,21.58510638297872,306,2029,1.3361261705273533,5,4.516017742730409
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,Impacts of COVID 19 on Streets Sides Food Stalls,0,0,0.0,0.0,25.42553191489361,14.560669456066943,15.994480548384226,25.42553191489361,174,1195,1.3782426778242678,3,4.584937238493724
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,Coronavirus impact on energy markets,0,0,0.0,0.0,31.4375,18.09145129224652,19.81158051689861,31.4375,364,2012,1.404075546719682,1,4.8041749502982105
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,COVID-19 Impact on Hospitality Industry,0,0,0.0,0.0,21.03846153846154,14.076782449725776,14.046097595274928,21.03846153846154,154,1094,1.3409506398537476,4,4.562157221206581
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,Lessons from the past: Some key learnings relevant to the coronavirus crisis,0,0,0.0,0.0,18.24324324324324,13.851851851851851,12.838038038038036,18.24324324324324,187,1350,1.3237037037037036,37,4.417777777777777
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,Estimating the impact of COVID-19 on the world of work,0,0,0.0,0.0,30.84210526315789,17.064846416382252,19.16278067181606,30.84210526315789,200,1172,1.4513651877133107,12,4.724402730375426
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,Estimating the impact of COVID-19 on the world of work,0,0,0.0,0.0,24.516666666666666,16.519374575118967,16.414416496714253,24.516666666666666,243,1471,1.4140040788579198,4,4.675730795377294
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,Travel and Tourism Outlook,0,0,0.0,0.0,19.27272727272728,10.37735849056604,11.860034305317326,19.27272727272728,22,212,1.2169811320754718,2,4.127358490566038
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,Gaming Disorder and Effects of Gaming on Health.,0,0,0.0,0.0,20.65,13.317191283292978,13.586876513317192,20.65,165,1239,1.308313155770783,13,4.378531073446328
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,What is the repercussion of the environment due to the COVID-19 pandemic situation?,0,1,-0.999999000001,0.0208333328993055,20.742857142857144,15.84022038567493,14.63323101141283,20.742857142857144,115,726,1.3443526170798898,4,4.479338842975206
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,Due to the COVID-19 the repercussion of the environment,0,0,0.0,0.0,24.34,19.9671322925226,17.72285291700904,24.34,243,1217,1.4741166803615449,2,4.932621199671323
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,Impact of COVID-19 pandemic on office space and co-working industries.,0,0,0.0,0.0,31.73684210526316,12.520729684908789,17.70302871606878,31.73684210526316,151,1206,1.2669983416252073,6,4.312603648424544
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,Contribution of handicrafts (Visual Arts & Literature) in the Indian economy,0,0,0.0,0.0,20.681818181818183,17.142857142857142,15.129870129870133,20.681818181818183,78,455,1.4197802197802198,0,4.848351648351648
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,How COVID-19 is impacting payment preferences?,0,0,0.0,0.0,20.96969696969697,10.693641618497107,12.665335435277632,20.96969696969697,74,692,1.2615606936416186,4,4.28757225433526
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,How will COVID-19 affect the world of work?,0,0,0.0,0.0,37.1875,16.89075630252101,21.631302521008408,37.1875,201,1190,1.4394957983193275,3,4.778991596638655
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,Lessons from the past: Some key learnings relevant to the coronavirus crisis,0,0,0.0,0.0,25.741935483870968,7.268170426065163,13.204042363974452,25.741935483870968,58,798,1.1328320802005012,42,3.895989974937344
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,COVID-19: How have countries been responding?,0,0,0.0,0.0,25.21276595744681,16.20253164556962,16.566119041206573,25.21276595744681,192,1185,1.381434599156118,1,4.712236286919831
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,How Coronavirus Impact on the Hospitality Industry,0,0,0.0,0.0,22.192307692307693,16.984402079722702,15.670683908812158,22.192307692307693,196,1154,1.4471403812824957,0,4.818890814558059
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,How will COVID-19 affect the world of work?,0,0,0.0,0.0,21.867924528301888,16.824849007765316,15.477109414426884,21.867924528301888,195,1159,1.439171699741156,2,4.7989646246764455
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,Coronavirus: Effect on the Hospitality Industry,0,0,0.0,0.0,26.181818181818183,15.76388888888889,16.77828282828283,26.181818181818183,227,1440,1.35625,10,4.528472222222222
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,Estimating the impact of COVID-19 on the world of work,0,0,0.0,0.0,24.7,13.707345286292655,15.362938114517062,24.7,237,1729,1.3337189126662812,4,4.484094852515905
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,COVID-19: How have countries been responding?,0,0,0.0,0.0,26.55263157894737,17.294350842418236,17.538792968546243,26.55263157894737,349,2018,1.3865213082259662,10,4.655599603567889
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,How will COVID-19 affect the world of work?,0,0,0.0,0.0,83.0909090909091,7.768052516411378,36.343584642928185,83.0909090909091,71,914,1.1838074398249452,44,4.152078774617068
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,Lessons from the past: Some key learnings relevant to the coronavirus crisis,0,0,0.0,0.0,29.493150684931507,17.27821644217371,18.70854685084209,29.493150684931507,372,2153,1.3924756154203437,13,4.772410589874593
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,Lessons from the past: Some key learnings relevant to the coronavirus crisis,0,1,-0.999999000001,0.0217391299621928,17.825,8.55539971949509,10.552159887798036,17.825,122,1426,1.1963534361851331,7,4.132538569424965
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,Coronavirus: Impact on the Hospitality Industry,0,0,0.0,0.0,23.875,18.32460732984293,16.879842931937173,23.875,70,382,1.4738219895287958,1,4.93717277486911
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,Why scams like Nirav Modi Happen with Indian banks?,0,0,0.0,0.0,27.13636363636364,17.797319932998324,17.973473427744786,27.13636363636364,425,2388,1.4057788944723617,4,4.793132328308208
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,IMPACT OF COVID-19 ON THE GLOBAL ECONOMY,0,0,0.0,0.0,26.984375,9.264620729588882,14.499598291835554,26.984375,160,1727,1.243196294151708,36,4.225825130283729
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,Impact of coronavirus on the Indian economy,0,0,0.0,0.0,22.953488372093023,13.069908814589663,14.409358874673076,22.953488372093023,258,1974,1.3085106382978724,14,4.458966565349544
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,Global Economy effected by Coronavirus,0,0,0.0,0.0,26.866666666666667,14.044665012406949,16.364532671629444,26.866666666666667,283,2015,1.359305210918114,19,4.595037220843673
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,Impact of COVID-19 (Coronavirus) on the Indian Economy,0,0,0.0,0.0,29.226666666666667,18.7043795620438,19.172418491484184,29.226666666666667,410,2192,1.386405109489051,8,4.801551094890511
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,Should celebrities be allowed to join politics?,0,0,0.0,0.0,32.328125,17.64137264378927,19.98779905751571,32.328125,365,2069,1.4137264378927017,3,4.69598840019333
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,How prepared is India to tackle a possible COVID-19 outbreak?,0,0,0.0,0.0,28.78787878787879,13.894736842105264,17.073046251993624,28.78787878787879,132,950,1.3368421052631578,3,4.583157894736842
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,How will COVID-19 affect the world of work?,0,0,0.0,0.0,25.857142857142858,16.740331491712706,17.038989739542227,25.857142857142858,303,1810,1.42707182320442,6,4.741988950276243
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,Controversy as a Marketing Strategy,0,0,0.0,0.0,18.918032786885245,12.91161178509532,12.731857828792227,18.918032786885245,149,1154,1.2755632582322356,5,4.308492201039861
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,Coronavirus: Impact on the Hospitality Industry,0,0,0.0,0.0,25.5,17.38562091503268,17.15424836601307,25.5,133,765,1.4300653594771242,1,4.82875816993464
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,Coronavirus impact on energy markets,0,0,0.0,0.0,37.74,15.68627450980392,21.37050980392157,37.74,296,1887,1.4520402755696873,3,4.7270800211976685
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,What are the key policies that will mitigate the impacts of COVID-19 on the world of work?,0,0,0.0,0.0,28.01428571428572,17.338092809790922,18.140951409630656,28.01428571428572,340,1961,1.431922488526262,0,4.773074961754207
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,Marketing Drives Results With A Focus On Problems,0,0,0.0,0.0,26.79661016949153,15.623023402909553,16.96785342896043,26.79661016949153,247,1581,1.3693864642631246,8,4.636306135357369
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,Continued Demand for Sustainability,0,0,0.0,0.0,26.88095238095238,24.092116917626218,20.38922771943144,26.88095238095238,272,1129,1.633303808680248,1,5.252435783879539
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,Coronavirus Disease (COVID-19) Effect: The Impact and Role of Mass Media During the Pandemic,0,0,0.0,0.0,28.066666666666666,18.764845605700714,18.73260490894695,28.066666666666666,79,421,1.520190023752969,4,5.007125890736342
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,Should people wear fabric gloves? Seeking evidence regarding the differential transfer of COVID-19 (or coronaviruses generally) between surfaces?,0,0,0.0,0.0,25.785714285714285,7.202216066481994,13.195172140878512,25.785714285714285,26,361,1.2105263157894737,7,4.06371191135734
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,Why is there a severe immunological and inflammatory explosion in those affected by sarms covid-19?,0,0,0.0,0.0,22.0,13.409090909090908,14.163636363636364,22.0,59,440,1.315909090909091,5,4.340909090909091
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,What do you think is the lesson (or lessons) to be learned with Covid 19?,0,0,0.0,0.0,38.0,14.285714285714286,20.914285714285715,38.0,38,266,1.2330827067669172,4,4.24436090225564
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,"Coronavirus, the unexpected challenge for the European union",0,0,0.0,0.0,20.357142857142858,17.894736842105264,15.300751879699249,20.357142857142858,51,285,1.3789473684210527,7,4.491228070175438
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,INDUSTRIAL REVOLUTION 4.0 – PROS AND CONS,0,0,0.0,0.0,20.529411764705884,21.48997134670487,16.807753244564303,20.529411764705884,150,698,1.527220630372493,2,4.991404011461318
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,COVID-19 Vs Indian Economy,0,0,0.0,0.0,27.428571428571427,15.104166666666666,17.01309523809524,27.428571428571427,174,1152,1.3463541666666667,0,4.606770833333333
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,Impact of COVID-19 (Coronavirus) on the Indian Economy,0,0,0.0,0.0,28.487179487179485,12.511251125112512,16.3993722449168,28.487179487179485,139,1111,1.2565256525652566,4,4.401440144014401
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,Impact of Indian Economy due to COVID-19,0,0,0.0,0.0,26.866666666666667,17.1712158808933,17.61515301902399,26.866666666666667,346,2015,1.4258064516129032,0,4.714143920595533
